OBJECTID,Join_Count,OBJECTID_1,Address,Date,Unit,Price,Prox_Q,Q_0_150,Q_150_300,Q_300_450,Q_450_600,Q_600_750,A_0_150,A_150_300,A_300_450,East,West,mean_proximity,Kernel_RBC,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020
9206,1998,9206,135 EAST 83RD STREET,"06/19/2012
",#4/5C,1595000,1,0,0,1,0,0,0,1,0,0,1,375,1113782.875,118,155,238,304,262,211,169,140,96,201,163,183,230,276,234,255,51
9207,1998,9207,135 EAST 83RD STREET,"08/10/2010
",#1516C,1700000,1,0,0,1,0,0,0,1,0,0,1,375,1113782.875,118,155,238,304,262,211,169,140,96,201,163,183,230,276,234,255,51
9208,1998,9208,135 EAST 83RD STREET,"06/12/2019
",#11A,2600000,1,0,0,1,0,0,0,1,0,0,1,375,1113782.875,118,155,238,304,262,211,169,140,96,201,163,183,230,276,234,255,51
9209,1998,9209,135 EAST 83RD STREET,"07/28/2009
",#5DE,2250000,1,0,0,1,0,0,0,1,0,0,1,375,1113782.875,118,155,238,304,262,211,169,140,96,201,163,183,230,276,234,255,51
9210,2226,9210,140 EAST 83RD STREET,"01/08/2013
",#4D,405000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9211,2226,9211,140 EAST 83RD STREET,"02/25/2014
",#4D,435000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9212,2226,9212,140 EAST 83RD STREET,"01/30/2012
",#4D,449888,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9213,2226,9213,140 EAST 83RD STREET,"01/13/2016
",#8D,475000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9214,2226,9214,140 EAST 83RD STREET,"10/23/2018
",#4D,580000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9215,2226,9215,140 EAST 83RD STREET,"03/06/2007
",#9B,575000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9216,2226,9216,140 EAST 83RD STREET,"06/28/2013
",#9B,695000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9217,2226,9217,140 EAST 83RD STREET,"03/31/2015
",#9B,700000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9218,2226,9218,140 EAST 83RD STREET,"01/28/2010
",#16C,940000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9219,2226,9219,140 EAST 83RD STREET,"01/03/2009
",#16C,1195000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9220,2226,9220,140 EAST 83RD STREET,"12/11/2012
",#8C,1038375,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9221,2226,9221,140 EAST 83RD STREET,"03/12/2013
",#2C,980000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9222,2226,9222,140 EAST 83RD STREET,"05/17/2006
",(House - 1 family),1299000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9223,2226,9223,140 EAST 83RD STREET,"05/06/2010
",#3A,975000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9224,2226,9224,140 EAST 83RD STREET,"08/04/2007
",Unknown,2995000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9225,2226,9225,140 EAST 83RD STREET,"09/17/2014
",#3A,1595000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9226,2226,9226,140 EAST 83RD STREET,"07/31/2014
",#3A,1800000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9227,2226,9227,140 EAST 83RD STREET,"07/07/2010
",#12E,1445000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9228,2226,9228,140 EAST 83RD STREET,"12/19/2006
","#10/11C      



 #10/11C      

#11C


#10C",2175000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9229,2226,9229,140 EAST 83RD STREET,"07/06/2017
",11DE/10D,3495000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9230,2226,9230,140 EAST 83RD STREET,"02/12/2018
",11DE/10D,3375000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,139,194,254,323,280,214,180,166,116,223,180,207,268,294,253,286,53
9231,1373,9231,136 EAST 76TH STREET,"08/19/2019
",#7C,895000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9232,1377,9232,1068 LEXINGTON AVENUE,"08/19/2019
",#7C,895000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9233,1373,9233,136 EAST 76TH STREET,"01/31/2014
",#11C,787000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9234,1377,9234,1068 LEXINGTON AVENUE,"01/31/2014
",#11C,787000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9235,1373,9235,136 EAST 76TH STREET,"05/08/2014
",#12E,740000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9236,1377,9236,1068 LEXINGTON AVENUE,"05/08/2014
",#12E,740000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9237,1373,9237,136 EAST 76TH STREET,"08/18/2017
",#3E,885000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9238,1377,9238,1068 LEXINGTON AVENUE,"08/18/2017
",#3E,885000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9239,1373,9239,136 EAST 76TH STREET,"08/09/2017
",#9B,999900,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9240,1377,9240,1068 LEXINGTON AVENUE,"08/09/2017
",#9B,999900,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9241,1373,9241,136 EAST 76TH STREET,"07/07/2016
",#5AG,1500000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9242,1377,9242,1068 LEXINGTON AVENUE,"07/07/2016
",#5AG,1500000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9243,1373,9243,136 EAST 76TH STREET,"06/18/2016
",#3BC,2995000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9244,1377,9244,1068 LEXINGTON AVENUE,"06/18/2016
",#3BC,2995000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9245,1373,9245,136 EAST 76TH STREET,"03/13/2016
",#3BC,3395000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9246,1377,9246,1068 LEXINGTON AVENUE,"03/13/2016
",#3BC,3395000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9247,1373,9247,136 EAST 76TH STREET,"03/09/2017
",#3B,2695000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9248,1377,9248,1068 LEXINGTON AVENUE,"03/09/2017
",#3B,2695000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9249,1373,9249,136 EAST 76TH STREET,"05/16/2016
",#3BC,3295000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9250,1377,9250,1068 LEXINGTON AVENUE,"05/16/2016
",#3BC,3295000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9251,1373,9251,136 EAST 76TH STREET,"05/07/2019
","#14B+      



 #14B+      

#14B


#R10",2600000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,87,68,81,65,86,74,96,40,53,97,265,189,206,211,140,63,13
9252,1377,9252,1068 LEXINGTON AVENUE,"05/07/2019
","#14B+      



 #14B+      

#14B


#R10",2600000,1,0,0,0,1,0,1,0,0,0,1,525,661717.9375,80,76,92,69,88,76,97,44,57,90,266,191,213,199,146,61,13
9253,2413,9253,445 EAST 86TH STREET,"06/22/2017
",#5F,460000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9254,2413,9254,445 EAST 86TH STREET,"05/29/2019
",#16C,450000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9255,2413,9255,445 EAST 86TH STREET,"08/18/2014
",#16C,489000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9256,2413,9256,445 EAST 86TH STREET,"12/17/2018
",#16C,450000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9257,2413,9257,445 EAST 86TH STREET,"01/26/2016
",#6F,450000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9258,2413,9258,445 EAST 86TH STREET,"10/10/2017
",#8F,530000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9259,2413,9259,445 EAST 86TH STREET,"08/07/2017
",#13I,760000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9260,2413,9260,445 EAST 86TH STREET,"05/21/2014
",#11I,635000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9261,2413,9261,445 EAST 86TH STREET,"08/29/2018
",#11I,740000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9262,2413,9262,445 EAST 86TH STREET,"11/26/2014
",#13C,1057500,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9263,2413,9263,445 EAST 86TH STREET,"07/03/2018
",#9G,1090000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9264,2413,9264,445 EAST 86TH STREET,"02/25/2014
",#13C,1200000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9265,2413,9265,445 EAST 86TH STREET,"03/09/2015
",#15A,1100000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9266,2413,9266,445 EAST 86TH STREET,"05/05/2015
",#5J,1130000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9267,2413,9267,445 EAST 86TH STREET,"02/20/2015
",#16A,1200000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9268,2413,9268,445 EAST 86TH STREET,"01/07/2015
",#16A,1200000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9269,2413,9269,445 EAST 86TH STREET,"07/22/2019
",#5J,1275000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9270,2413,9270,445 EAST 86TH STREET,"04/12/2015
",#14A/B,1500000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9271,2413,9271,445 EAST 86TH STREET,"09/17/2014
",#13DE,1195000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9272,2413,9272,445 EAST 86TH STREET,"09/17/2019
",#13DE,1199000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9273,2413,9273,445 EAST 86TH STREET,"07/19/2019
",#10CD,1500000,1,0,0,1,0,0,0,0,0,1,0,375,473019.4063,151,154,269,168,320,265,256,103,154,189,271,271,212,229,342,350,36
9274,3548,9274,200 EAST 84TH ST,"02/28/2019
",#12A,465000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9275,3548,9275,200 EAST 84TH ST,"04/06/2018
",#18A,610000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9276,3548,9276,200 EAST 84TH ST,"10/17/2014
",#2F,775000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9277,3548,9277,200 EAST 84TH ST,"09/16/2015
",#18C,1079000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9278,3548,9278,200 EAST 84TH ST,"04/27/2018
",#15D,852720,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9279,3548,9279,200 EAST 84TH ST,"08/23/2018
",#4F,977500,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9280,3548,9280,200 EAST 84TH ST,"05/23/2014
",#14F,830000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9281,3548,9281,200 EAST 84TH ST,"06/18/2019
",#14F,1199000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9282,3548,9282,200 EAST 84TH ST,"07/03/2018
",#7D,915000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9283,3548,9283,200 EAST 84TH ST,"10/09/2014
",#4D,950000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9284,3548,9284,200 EAST 84TH ST,"12/04/2014
",#5D,955000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9285,3548,9285,200 EAST 84TH ST,"04/04/2018
",#3D,935000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9286,3548,9286,200 EAST 84TH ST,"06/29/2017
",#10C,1650000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9287,3548,9287,200 EAST 84TH ST,"07/12/2018
","MULTI      



 MULTI      

#5/6G


#GA1",7400000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9288,3548,9288,200 EAST 84TH ST,"07/13/2018
",#5/6G,7950000,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9289,3548,9289,200 EAST 84TH ST,"06/01/2016
",#5G1,8999995,1,0,1,0,0,0,0,1,0,0,1,225,1617043.5,261,276,288,368,354,296,252,202,194,275,269,415,471,509,447,386,128
9290,654,9290,1199 PARK AVENUE,"12/10/2014
",#1D,495000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9291,654,9291,1199 PARK AVENUE,"10/05/2012
",#3J,444000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9292,654,9292,1199 PARK AVENUE,"05/15/2015
",#D,495000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9293,654,9293,1199 PARK AVENUE,"07/21/2016
",#1D,518000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9294,654,9294,1199 PARK AVENUE,"04/11/2014
",#7D,489000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9295,654,9295,1199 PARK AVENUE,"08/07/2013
",#7D,499000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9296,654,9296,1199 PARK AVENUE,"02/20/2015
",#9C,675000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9297,654,9297,1199 PARK AVENUE,"03/15/2018
",#9C,829000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9298,654,9298,1199 PARK AVENUE,"09/05/2012
",#6G,600000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9299,654,9299,1199 PARK AVENUE,"12/20/2012
",#11G,760000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9300,654,9300,1199 PARK AVENUE,"10/16/2017
",#11G,850000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9301,654,9301,1199 PARK AVENUE,"11/09/2016
",#14D,1160000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9302,654,9302,1199 PARK AVENUE,"05/03/2013
",#10E,769000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9303,654,9303,1199 PARK AVENUE,"03/19/2013
",#8B,850000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9304,654,9304,1199 PARK AVENUE,"05/01/2015
",#3E,899000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9305,654,9305,1199 PARK AVENUE,"12/20/2018
",#3E,980000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9306,654,9306,1199 PARK AVENUE,"04/10/2013
",#10EE,769000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9307,654,9307,1199 PARK AVENUE,"09/22/2016
",#1A (Commercial Unit),840000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9308,654,9308,1199 PARK AVENUE,"07/09/2015
",#1H,895000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9309,654,9309,1199 PARK AVENUE,"07/14/2015
",#19B,1300000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9310,654,9310,1199 PARK AVENUE,"11/21/2018
",#7F,1355000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9311,654,9311,1199 PARK AVENUE,"11/10/2016
",#4F,1625000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9312,654,9312,1199 PARK AVENUE,"02/26/2018
",#15F,1649000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9313,654,9313,1199 PARK AVENUE,"04/22/2016
",#14A,1700000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9314,654,9314,1199 PARK AVENUE,"09/13/2012
",#5FG,2000000,1,0,0,0,1,0,0,1,0,0,1,525,678978.375,33,42,51,80,46,46,69,28,74,50,40,101,67,63,60,92,10
9315,1775,9315,300 EAST 71ST STREET,"02/26/2018
",#6D,430000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9316,1775,9316,300 EAST 71ST STREET,"03/05/2019
",#4P,465000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9317,1775,9317,300 EAST 71ST STREET,"04/25/2019
",#3S,539000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9318,1775,9318,300 EAST 71ST STREET,"07/17/2019
",#17K,805000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9319,1775,9319,300 EAST 71ST STREET,"04/29/2019
",#11L,750000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9320,1775,9320,300 E 71ST STREET,"08/29/2019
",#11K,760000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9321,1775,9321,300 EAST 71ST STREET,"09/24/2018
",UNIT-11L,830000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9322,1775,9322,300 EAST 71ST STREET,"09/14/2018
",#11L,830000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9323,1775,9323,300 EAST 71ST STREET,"03/12/2018
",#3A,845000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9324,1775,9324,300 EAST 71ST STREET,"07/12/2018
",#16P,889000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9325,1775,9325,300 EAST 71ST STREET,"05/19/2017
",#3L,900000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9326,1775,9326,300 EAST 71ST STREET,"06/27/2019
",#14A,899000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9327,1775,9327,300 EAST 71ST STREET,"07/11/2017
",#6N,1030000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9328,1775,9328,300 EAST 71ST STREET,"07/18/2017
",#9N,1170000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9329,1775,9329,300 EAST 71ST STREET,"06/27/2019
",#7E,899000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9330,1775,9330,300 EAST 71ST STREET,"07/31/2018
",#4M,1350000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9331,1775,9331,300 EAST 71ST STREET,"08/29/2016
",#14H,1425000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9332,1775,9332,300 EAST 71ST STREET,"01/30/2017
",#15C,1295000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9333,1775,9333,300 EAST 71ST STREET,"01/08/2018
",#16C,1395000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9334,1775,9334,300 EAST 71ST STREET,"07/23/2018
",#2O,1400000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9335,1775,9335,300 EAST 71ST STREET,"01/18/2018
",#3H,1400000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9336,1775,9336,300 EAST 71ST STREET,"02/13/2018
",#17H,1485000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9337,1775,9337,300 EAST 71ST STREET,"11/25/2018
",#2M/N,2495000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
9338,1775,9338,300 EAST 71ST STREET,"05/29/2019
",#2MN,2395000,1,1,0,0,0,0,0,0,1,1,0,75,619326.9375,177,193,151,227,279,266,144,101,291,134,108,183,255,213,171,133,42
